235,At about 21°C, the acid formation phase during sludge digestion generally lasts about,15 days,30 days,60 days,90 days,D
236,Select the correct statement regarding sewer cleaning methods,Small sewers may be cleaned by flushing,Medium sewers may be cleaned by cane rodding,Medium sewers may also be cleaned using cleaning balls,All of the above,D
237,Which coagulant is generally not preferred for sewage treatment?,Alum,Ferric chloride,Ferric sulphate,Chlorinated copperas,A
238,The method in which layers of organic refuse and night soil are stacked above ground to form a mound is known as,A heap,Plateau,Windrow,None of these,D
239,If a miner’s safety lamp shows explosive behavior in sewer air, the gas present is most likely,Hydrogen sulphide,Carbon dioxide,Methane,Oxygen,C
240,The gas mainly responsible for explosions in sewers is,Carbon dioxide,Methane,Ammonia,Carbon monoxide,B
241,Identify the correct statement about water supply and sewer systems,Water supply pipes convey clean water without solids,Low velocity may cause clogging in water pipes,Sewers may follow ground slopes and valleys,Sewer pipes are generally laid on level hills,A
242,Select the incorrect statement related to sludge digestion,Organic matter decomposes under anaerobic conditions,Sludge digestion occurs in digestion tanks,Digestion gas contains about 75% carbon dioxide,Digestion gas contains about 75% methane,C
243,Sewer pipes are designed to,Convey sewage by gravity,Maintain self-cleansing velocity,Resist abrasion and wear,All of the above,D
244,If settling velocity of particles exceeds tank depth criteria, the recommended detention period is approximately,30 minutes,1 hour,1.5 hours,2 hours,D
245,Chezy’s constant in velocity formula depends on,Size of sewer,Shape of sewer,Roughness of sewer surface,All of the above,D
246,The discharge per unit surface area of a sedimentation tank is termed,Overflow rate,Surface loading,Overflow velocity,All of the above,D
247,Identify the incorrect safety practice for workers entering sewers,Keeping nearby manholes open for ventilation,Testing for toxic gases before entry,Allowing smoking inside sewer,Providing warning signals,C
248,For an open drain with given roughness coefficient, the discharge obtained from calculations is,26.88 cumecs,27.88 cumecs,28.88 cumecs,29.88 cumecs,C
249,Recommended self-cleansing velocity for large sewers under Indian conditions is about,0.50 m/s,0.60 m/s,0.70 m/s,0.75 m/s,D
250,Assertion: Measurement of sewage pH is important. Reason: Efficiency of treatment processes depends on pH. Choose correct option,Both true and reason explains assertion,Both true but reason not correct explanation,Assertion true but reason false,Assertion false but reason true,A
251,Typical overflow rate range for sedimentation tanks using coagulants is,25000–35000 L/m²/day,40000–50000 L/m²/day,50000–60000 L/m²/day,80000–100000 L/m²/day,C
252,For a town drainage area with mixed surfaces and given runoff coefficients, the calculated peak runoff is approximately,0.10 cumec,0.12 cumec,0.15 cumec,0.20 cumec,C
253,Sewer pipes are designed with some vacant cross-sectional area mainly to allow for,Unexpected infiltration,Future population increase,Possible underestimation of flow,All of the above,D
254,An RCC column is considered long when its slenderness ratio exceeds,30,35,40,50,60,D
255,The effective flange width of a T-beam should not exceed,One-third of effective span,Distance between adjacent beam centres,Breadth of rib plus twelve times slab thickness,Least of these,None,D
256,A pile foundation primarily transfers structural load to soil by,End bearing only,Interaction with surrounding soil,Friction alone,Concrete action at depth,None,B
257,Cantilever retaining walls are generally economical for heights up to,3 m,4 m,5 m,6 m,8 m,D
258,In a prestressed beam with a bent tendon where the middle portion is straight, the maximum dip of tendon corresponds to,Option A,Option B,Option C,Option D,Option E,C
259,When shear stress in a combined footing exceeds permissible limits, nominal stirrups generally provided are,6 legged,8 legged,10 legged,12 legged,None,D
260,The maximum percentage of tensile reinforcement allowed in beams is,0.15%,1.5%,4%,1%,None,C
261,According to IS provisions the pH value of mixing water should be,Less than 6,Equal to 6,Not less than 6,Equal to 7,None,C
262,Minimum number of longitudinal bars required in RCC columns are,4 for rectangular columns,6 for circular columns,8 for octagonal columns,All of the above,None,D
263,Post-tensioning in prestressed concrete is commonly used because,It was only used earlier,It is uneconomical,It is economical for large spans,None,None,C
264,Bottom reinforcement in footings should extend into the slab beyond the column face by more than,42 bar diameters from column centre,42 bar diameters from inner face,42 bar diameters from outer face,24 bar diameters from centre,None,C
265,Minimum diameter specified for longitudinal reinforcement in columns is,6 mm,8 mm,10 mm,12 mm,None,D
266,While designing retaining walls, retained earth is usually assumed to be,Dry,Free from moisture,Non-cohesive,Granular in nature,All of the above,E
267,Thickness of the base slab of a retaining wall is generally taken as,Half the stem width at base,One-third the stem width at base,One-fourth the stem width at base,Equal to stem width at base,Twice the stem width,D
268,For a circular slab under uniform load, ratio of maximum negative to positive radial moment is,1,2,3,4,5,B
269,The thickened region of a flat slab near a column is called,Drop panel,Capital,Column head,None,None,A
270,In an RCC beam without shear reinforcement, inclined cracks generally form at an angle of about,25°,35°,45°,55°,60°,C
271,Effective span of a simply supported slab is taken as,Distance between centres of supports,Clear span plus twice wall thickness,Clear span plus effective depth,None,None,B
272,Identify the incorrect statement regarding reinforcement in retaining walls,Stem reinforcement placed near earth face,Toe slab reinforcement placed at bottom,Heel slab reinforcement placed at top,None,None,D
273,Number of treads in a stair flight is equal to,Number of risers,Risers plus one,Risers minus one,None,None,C
274,A foundation transmits load to,Base of foundation,Subgrade,Foundation soil,Both subgrade and foundation soil,None,D
275,For preliminary beam design, beam width is generally assumed as,1/15 of span,1/20 of span,1/25 of span,1/30 of span,1/40 of span,D
276,An advantage of concrete piles compared to timber piles is,Resistance to decay,No limitation on length,Higher load capacity,No need for cutting below water level,All of the above,E
277,Effective flange width of a T-beam depends on,Breadth of rib,Thickness of slab,Spacing between beams,Span length,All of the above,E
278,A two-way slab simply supported on all sides without corner restraint is designed using,Rankine formula,Marcus formula,Rankine-Grashoff formula,Grashoff formula,Rankine-Marcus formula,C
279,Design of simply supported RCC beams under uniformly distributed load is based on bending moment at,Supports,Mid-span,All sections,Quarter span,None,B
280,Transverse reinforcement provided perpendicular to main bars serves to,Distribute loads,Resist temperature stresses,Resist shrinkage stresses,All of the above,None,D
281,Main reinforcement in slabs is designed based on,Minimum bending moment,Maximum bending moment,Maximum shear force,Minimum shear force,None,B
282,If effective length of a 32 cm diameter RCC column is 4.40 m, the slenderness ratio is approximately,40,45,50,55,60,D
283,Minimum reinforcement in slabs as percentage of gross area is,0.10%,0.12%,0.15%,0.18%,0.20%,C
284,A continuous beam is classified as a deep beam when effective span to depth ratio is,2.5,2.0,Less than 2,Less than 2.5,None,D
285,Width of column strip in a flat slab is generally taken as,One-fourth panel width,Half panel width,Column radius,Column diameter,None,B
286,High strength concrete is preferred in prestressed members to,Resist bearing stresses,Resist bursting stresses,Provide high bond strength,Reduce shrinkage cracking,All of the above,E
287,For comfortable stair design, the relation between rise (R) and tread (T) is,2R + T = 60,R + 2T = 60,2R + T = 30,R + 2T = 30,3R + 2T = 30,A
288,In a prestressed beam with bent tendon, net downward load at centre is,W – 2P cosθ,W – P cosθ,W – P sinθ,W – 2P sinθ,W + 2P sinθ,D
289,A T-beam behaves like a rectangular beam when its neutral axis,Lies within flange,Lies below slab,Coincides with centroid,None,None,A
290,Weight of foundation is generally assumed as,5% of wall weight,7% of wall weight,10% of wall weight,12% of wall weight,None,C
291,Maximum shear stress in a rectangular beam is approximately,1.25 times average,1.50 times average,1.75 times average,2 times average,2.5 times average,B
292,Minimum waist thickness generally provided for stairs spanning horizontally is,4 cm,6 cm,8 cm,10 cm,12 cm,E
293,Total earth pressure on a retaining wall acts at a height of,h/4,h/3,h/2,2h/3,None,B
294,Minimum radius of bend for reinforcement hooks should be,2 times bar diameter,3 times bar diameter,4 times bar diameter,5 times bar diameter,None,A
